"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"900","No","Travel_Rarely","Research & Development","Medical","Male","Manager","No","Married",49,1098,4,2,1256,1,85,2,5,3,18711,12124,2,13,3,3,1,23,2,4,1,0,0,0
"901","No","Travel_Frequently","Research & Development","Technical Degree","Male","Research Scientist","No","Married",36,469,3,3,1257,3,46,3,1,2,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7
"902","No","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","No","Single",48,969,2,2,1258,4,76,4,1,2,2559,16620,5,11,3,3,0,7,4,2,1,0,0,0
"903","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",27,1167,4,2,1259,1,76,3,1,3,2517,3208,1,11,3,2,3,5,2,3,5,3,0,3
"904","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Yes","Divorced",29,1329,7,3,1260,3,82,3,2,4,6623,4204,1,11,3,2,2,6,2,3,6,0,1,0
"905","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Single",48,715,1,3,1263,4,76,2,5,4,18265,8733,6,12,3,3,0,25,3,4,1,0,0,0
"906","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","No","Divorced",29,694,1,3,1264,4,87,2,4,4,16124,3423,3,14,3,2,2,9,2,2,7,7,1,7
"907","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","No","Married",34,1320,20,3,1265,3,89,4,1,3,2585,21643,0,17,3,4,0,2,5,2,1,0,0,0
"908","No","Travel_Rarely","Sales","Marketing","Male","Manager","No","Married",44,1099,5,3,1267,2,88,3,5,2,18213,8751,7,11,3,3,1,26,5,3,22,9,3,10
"909","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",33,536,10,5,1268,4,82,4,3,3,8380,21708,0,14,3,4,2,10,3,3,9,8,0,8
"910","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",19,265,25,3,1269,2,57,4,1,4,2994,21221,1,12,3,4,0,1,2,3,1,0,0,1
"911","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",23,373,1,2,1270,4,47,3,1,3,1223,16901,1,22,4,4,1,1,2,3,1,0,0,1
"912","Yes","Travel_Frequently","Sales","Life Sciences","Male","Sales Representative","Yes","Single",25,599,24,1,1273,3,73,1,1,4,1118,8040,1,14,3,4,0,1,4,3,1,0,1,0
"913","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Single",26,583,4,2,1275,3,53,3,1,4,2875,9973,1,20,4,2,0,8,2,2,8,5,2,2
"914","Yes","Travel_Rarely","Sales","Marketing","Female","Manager","Yes","Single",45,1449,2,3,1277,1,94,1,5,2,18824,2493,2,16,3,1,0,26,2,3,24,10,1,11
"915","No","Non-Travel","Research & Development","Medical","Male","Healthcare Representative","Yes","Divorced",55,177,8,1,1278,4,37,2,4,2,13577,25592,1,15,3,4,1,34,3,3,33,9,15,0
"916","Yes","Travel_Frequently","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",21,251,10,2,1279,1,45,2,1,3,2625,25308,1,20,4,3,0,2,2,1,2,2,2,2
"917","No","Travel_Rarely","Sales","Marketing","Female","Manager","No","Married",46,168,4,2,1280,4,33,2,5,2,18789,9946,2,14,3,3,1,26,2,3,11,4,0,8
"918","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Single",34,131,2,3,1281,3,86,3,2,1,4538,6039,0,12,3,4,0,4,3,3,3,2,0,2
"919","No","Travel_Frequently","Sales","Life Sciences","Male","Manager","Yes","Divorced",51,237,9,3,1282,4,83,3,5,2,19847,19196,4,24,4,1,1,31,5,2,29,10,11,10
"920","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","No","Single",59,1429,18,4,1283,4,67,3,3,4,10512,20002,6,12,3,4,0,25,6,2,9,7,5,4
"921","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Divorced",34,135,19,3,1285,3,46,3,2,2,4444,22534,4,13,3,3,2,15,2,4,11,8,5,10
"922","No","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","Yes","Single",28,791,1,4,1286,4,44,3,1,3,2154,6842,0,11,3,3,0,5,2,2,4,2,0,2
"923","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manager","No","Divorced",44,1199,4,2,1288,3,92,4,5,1,19190,17477,1,14,3,4,2,26,4,2,25,9,14,13
"924","No","Travel_Frequently","Human Resources","Life Sciences","Male","Human Resources","No","Married",34,648,11,3,1289,3,56,2,2,2,4490,21833,4,11,3,4,2,14,5,4,10,9,1,8
"925","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",35,735,6,1,1291,3,66,3,1,3,3506,6020,0,14,3,4,0,4,3,3,3,2,2,2
"926","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Married",42,603,7,4,1292,2,78,4,2,2,2372,5628,6,16,3,4,0,18,2,3,1,0,0,0
"927","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Single",43,531,4,4,1293,4,56,2,3,4,10231,20364,3,14,3,4,0,23,3,4,21,7,15,17
"928","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Single",36,429,2,4,1294,3,53,3,2,2,5410,2323,9,11,3,4,0,18,2,3,16,14,5,12
"929","Yes","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Married",44,621,15,3,1295,1,73,3,3,4,7978,14075,1,11,3,4,1,10,2,3,10,7,0,5
"930","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Married",28,193,2,3,1296,4,52,2,1,4,3867,14222,1,12,3,2,1,2,2,3,2,2,2,2
"931","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Single",51,968,6,2,1297,2,40,2,1,3,2838,4257,0,14,3,2,0,8,6,2,7,0,7,7
"932","No","Non-Travel","Research & Development","Medical","Female","Manufacturing Director","Yes","Single",30,879,9,2,1298,3,72,3,2,3,4695,12858,7,18,3,3,0,10,3,3,8,4,1,7
"933","Yes","Travel_Rarely","Research & Development","Technical Degree","Female","Laboratory Technician","Yes","Divorced",29,806,7,3,1299,2,39,3,1,3,3339,17285,3,13,3,1,2,10,2,3,7,7,7,7
"934","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Single",28,640,1,3,1301,4,84,3,1,1,2080,4732,2,11,3,2,0,5,2,2,3,2,1,2
"935","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",25,266,1,3,1303,4,40,3,1,2,2096,18830,1,18,3,4,0,2,3,2,2,2,2,1
"936","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Married",32,604,8,3,1304,3,56,4,2,4,6209,11693,1,15,3,3,2,10,4,4,10,7,0,8
"937","No","Travel_Frequently","Research & Development","Medical","Female","Manager","No","Single",45,364,25,3,1306,2,83,3,5,2,18061,13035,3,22,4,3,0,22,4,3,0,0,0,0
"938","No","Travel_Rarely","Research & Development","Medical","Female","Manager","Yes","Divorced",39,412,13,4,1307,3,94,2,4,2,17123,17334,6,13,3,4,2,21,4,3,19,9,15,2
"939","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",58,848,23,4,1308,1,88,3,1,3,2372,26076,1,12,3,4,2,2,3,3,2,2,2,2
"940","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",32,1089,7,2,1309,4,79,3,2,3,4883,22845,1,18,3,1,1,10,3,3,10,4,1,1
"941","Yes","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",39,360,23,3,1310,3,93,3,1,1,3904,22154,0,13,3,1,0,6,2,3,5,2,0,3
"942","No","Travel_Rarely","Research & Development","Technical Degree","Female","Laboratory Technician","No","Married",30,1138,6,3,1311,1,48,2,2,4,4627,23631,0,12,3,1,1,10,6,3,9,2,6,7
"943","No","Travel_Rarely","Research & Development","Technical Degree","Female","Healthcare Representative","No","Married",36,325,10,4,1312,4,63,3,3,3,7094,5747,3,12,3,1,0,10,0,3,7,7,1,7
"944","No","Travel_Rarely","Human Resources","Life Sciences","Female","Human Resources","No","Single",46,991,1,2,1314,4,44,3,1,1,3423,22957,6,12,3,3,0,10,3,4,7,6,5,7
"945","No","Non-Travel","Research & Development","Life Sciences","Female","Laboratory Technician","No","Married",28,1476,1,3,1315,3,55,1,2,4,6674,16392,0,11,3,1,3,10,6,3,9,8,7,5
"946","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Yes","Married",50,1322,28,3,1317,4,43,3,4,1,16880,22422,4,11,3,2,0,25,2,3,3,2,1,2
"947","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Single",40,299,25,4,1318,4,57,2,3,2,9094,17235,2,12,3,3,0,9,2,3,5,4,1,0
"948","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Single",52,1030,5,3,1319,2,64,3,3,2,8446,21534,9,19,3,3,0,10,2,2,8,7,7,7
"949","No","Travel_Rarely","Research & Development","Medical","Female","Manager","Yes","Married",30,634,17,4,1321,2,95,3,3,1,11916,25927,1,23,4,4,2,9,2,3,9,1,0,8
"950","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",39,524,18,2,1322,1,32,3,2,3,4534,13352,0,11,3,1,0,9,6,3,8,7,1,7
"951","No","Non-Travel","Sales","Life Sciences","Female","Sales Executive","Yes","Divorced",31,587,2,4,1324,4,57,3,3,3,9852,8935,1,19,3,1,1,10,5,2,10,8,9,6
"952","No","Non-Travel","Sales","Medical","Male","Sales Executive","No","Single",41,256,10,2,1329,3,40,1,2,2,6151,22074,1,13,3,1,0,19,4,3,19,2,11,9
"953","Yes","Travel_Frequently","Sales","Life Sciences","Female","Sales Representative","Yes","Single",31,1060,1,3,1331,4,54,3,1,2,2302,8319,1,11,3,1,0,3,2,4,3,2,2,2
"954","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",44,935,3,3,1333,1,89,3,1,1,2362,14669,4,12,3,3,0,10,4,4,3,2,1,2
"955","No","Non-Travel","Research & Development","Life Sciences","Male","Manager","Yes","Married",42,495,2,1,1334,3,37,3,4,3,17861,26582,0,13,3,4,0,21,3,2,20,8,2,10
"956","No","Travel_Rarely","Research & Development","Medical","Female","Manager","No","Married",55,282,2,2,1336,4,58,1,5,3,19187,6992,4,14,3,4,1,23,5,3,19,9,9,11
"957","No","Travel_Rarely","Human Resources","Life Sciences","Male","Manager","No","Single",56,206,8,4,1338,4,99,3,5,2,19717,4022,6,14,3,1,0,36,4,3,7,3,7,7
"958","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",40,458,16,2,1340,3,74,3,1,3,3544,8532,9,16,3,2,1,6,0,3,4,2,0,0
"959","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",34,943,9,3,1344,4,86,3,3,4,8500,5494,0,11,3,4,1,10,0,2,9,7,1,6
"960","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",40,523,2,3,1346,3,98,3,2,4,4661,22455,1,13,3,3,0,9,4,3,9,8,8,8
"961","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Divorced",41,1018,1,3,1349,3,66,3,2,1,4103,4297,0,17,3,4,1,10,2,3,9,3,1,7
"962","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Yes","Single",35,482,4,4,1350,3,87,3,2,3,4249,2690,1,11,3,2,0,9,3,3,9,6,1,1
"963","No","Travel_Rarely","Human Resources","Life Sciences","Male","Manager","Yes","Divorced",51,770,5,3,1352,3,84,3,4,2,14026,17588,1,11,3,2,1,33,2,3,33,9,0,10
"964","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Divorced",38,1009,2,2,1355,2,31,3,2,1,6893,19461,3,15,3,4,1,11,3,3,7,7,1,7
"965","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","No","Single",34,507,15,2,1356,3,66,3,2,1,6125,23553,1,12,3,4,0,10,6,4,10,8,9,6
"966","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",25,882,19,1,1358,4,67,3,1,4,3669,9075,3,11,3,3,3,7,6,2,3,2,1,2
"967","Yes","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Yes","Married",58,601,7,4,1360,3,53,2,3,1,10008,12023,7,14,3,4,0,31,0,2,10,9,5,9
"968","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",40,329,1,4,1361,2,88,3,1,2,2387,6762,3,22,4,3,1,7,3,3,4,2,0,3
"969","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Married",36,607,7,3,1362,1,83,4,2,1,4639,2261,2,16,3,4,1,17,2,2,15,7,6,13
"970","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",48,855,4,3,1363,4,54,3,3,4,7898,18706,1,11,3,3,0,11,2,3,10,9,0,8
"971","No","Travel_Rarely","Sales","Medical","Female","Sales Representative","No","Married",27,1291,11,3,1364,3,98,4,1,4,2534,6527,8,14,3,2,1,5,4,3,1,0,0,0
"972","No","Travel_Rarely","Research & Development","Technical Degree","Female","Manufacturing Director","No","Single",51,1405,11,2,1367,4,82,2,4,2,13142,24439,3,16,3,2,0,29,1,2,5,2,0,3
"973","No","Non-Travel","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",18,1124,1,3,1368,4,97,3,1,4,1611,19305,1,15,3,3,0,0,5,4,0,0,0,0
"974","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Married",35,817,1,3,1369,4,60,2,2,4,5363,10846,0,12,3,2,1,10,0,3,9,7,0,0
"975","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Single",27,793,2,1,1371,4,43,1,2,4,5071,20392,3,20,4,2,0,8,3,3,6,2,0,0
"976","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Single",55,267,13,4,1372,1,85,4,4,3,13695,9277,6,17,3,3,0,24,2,2,19,7,3,8
"977","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","Yes","Married",56,1369,23,3,1373,4,68,3,4,2,13402,18235,4,12,3,1,1,33,0,3,19,16,15,9
"978","No","Non-Travel","Research & Development","Technical Degree","Female","Research Scientist","No","Divorced",34,999,26,1,1374,1,92,2,1,3,2029,15891,1,20,4,3,3,5,2,3,5,4,0,0
"979","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Divorced",40,1202,2,1,1375,2,89,4,2,3,6377,13888,5,20,4,2,3,15,0,3,12,11,11,8
"980","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",34,285,29,3,1377,2,86,3,2,3,5429,17491,4,13,3,1,2,10,1,3,8,7,7,7
"981","Yes","Travel_Frequently","Sales","Life Sciences","Female","Sales Representative","No","Single",31,703,2,3,1379,3,90,2,1,4,2785,11882,7,14,3,3,0,3,3,4,1,0,0,0
"982","Yes","Travel_Frequently","Sales","Marketing","Female","Sales Executive","Yes","Married",35,662,18,4,1380,4,67,3,2,3,4614,23288,0,18,3,3,1,5,0,2,4,2,3,2
"983","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",38,693,7,3,1382,4,57,4,1,3,2610,15748,1,11,3,4,3,4,2,3,4,2,0,3
"984","No","Travel_Rarely","Research & Development","Technical Degree","Female","Healthcare Representative","No","Single",34,404,2,4,1383,3,98,3,2,4,6687,6163,1,11,3,4,0,14,2,4,14,11,4,11
"985","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Married",28,736,26,3,1387,3,48,2,2,1,4724,24232,1,11,3,3,1,5,0,3,5,3,0,4
"986","Yes","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Yes","Married",31,330,22,4,1389,4,98,3,2,3,6179,21057,1,15,3,4,2,10,3,2,10,2,6,7
"987","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Married",39,1498,21,4,1390,1,44,2,2,4,6120,3567,3,12,3,4,2,8,2,4,5,4,1,4
"988","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","No","Married",51,541,2,3,1391,2,52,3,3,2,10596,15395,2,11,3,2,0,14,5,3,4,2,3,2
"989","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","Yes","Divorced",41,1200,22,3,1392,4,75,3,2,4,5467,13953,3,14,3,1,2,12,4,2,6,2,3,3
"990","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",37,1439,4,1,1394,3,54,3,1,3,2996,5182,7,15,3,4,0,8,2,3,6,4,1,3
"991","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Married",33,1111,5,1,1395,2,61,3,2,4,9998,19293,6,13,3,1,0,8,2,4,5,4,1,2
"992","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Married",32,499,2,1,1396,3,36,3,2,2,4078,20497,0,13,3,1,3,4,3,2,3,2,1,2
"993","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",39,1485,25,2,1397,3,71,3,3,3,10920,3449,3,21,4,2,1,13,2,3,6,4,0,5
"994","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Married",25,1372,18,1,1399,1,93,4,2,3,6232,12477,2,11,3,2,0,6,3,2,3,2,1,2
"995","No","Travel_Frequently","Research & Development","Medical","Female","Manufacturing Director","Yes","Married",52,322,28,2,1401,4,59,4,4,3,13247,9731,2,11,3,2,1,24,3,2,5,3,0,2
"996","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Single",43,930,6,3,1402,1,73,2,2,3,4081,20003,1,14,3,1,0,20,3,1,20,7,1,8
"997","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Married",27,205,10,3,1403,4,98,2,2,4,5769,7100,1,11,3,4,0,6,3,3,6,2,4,4
"998","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",27,135,17,4,1405,4,51,3,1,3,2394,25681,1,13,3,4,0,8,2,3,8,2,7,7
"999","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",26,683,2,1,1407,1,36,2,1,4,3904,4050,0,12,3,4,0,5,2,3,4,3,1,1
"1000","No","Travel_Rarely","Human Resources","Human Resources","Female","Manager","No","Married",42,1147,10,3,1408,3,31,3,4,1,16799,16616,0,14,3,3,1,21,5,3,20,7,0,9
"1001","No","Travel_Rarely","Research & Development","Other","Female","Laboratory Technician","No","Married",52,258,8,4,1409,3,54,3,1,1,2950,17363,9,13,3,3,0,12,2,1,5,4,0,4
"1002","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Single",37,1462,11,3,1411,1,94,3,1,3,3629,19106,4,18,3,1,0,8,6,3,3,2,0,2
"1003","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",35,200,18,2,1412,3,60,3,3,4,9362,19944,2,11,3,3,0,10,2,3,2,2,2,2
"1004","No","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","No","Married",25,949,1,3,1415,1,81,3,1,4,3229,4910,4,11,3,2,1,7,2,2,3,2,0,2
"1005","No","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","No","Single",26,652,7,3,1417,3,100,4,1,1,3578,23577,0,12,3,4,0,8,2,3,7,7,0,7
"1006","No","Travel_Rarely","Human Resources","Other","Male","Human Resources","No","Single",29,332,17,3,1419,2,51,2,3,1,7988,9769,1,13,3,1,0,10,3,2,10,9,0,9
"1007","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",49,1475,28,2,1420,1,97,2,2,1,4284,22710,3,20,4,1,0,20,2,3,4,3,1,3
"1008","Yes","Travel_Frequently","Research & Development","Other","Female","Healthcare Representative","Yes","Single",29,337,14,1,1421,3,84,3,3,4,7553,22930,0,12,3,1,0,9,1,3,8,7,7,7
"1009","No","Travel_Rarely","Research & Development","Medical","Female","Research Director","No","Single",54,971,1,3,1422,4,54,3,4,4,17328,5652,6,19,3,4,0,29,3,2,20,7,12,7
"1010","No","Travel_Rarely","Research & Development","Medical","Female","Research Director","Yes","Married",58,1055,1,3,1423,4,76,3,5,1,19701,22456,3,21,4,3,1,32,3,3,9,8,1,5
"1011","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Divorced",55,1136,1,4,1424,2,81,4,4,4,14732,12414,2,13,3,4,2,31,4,4,7,7,0,0
"1012","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Single",36,1174,3,4,1425,1,99,3,2,2,9278,20763,3,16,3,4,0,15,3,3,5,4,0,1
"1013","Yes","Travel_Frequently","Sales","Life Sciences","Female","Sales Representative","No","Single",31,667,1,4,1427,2,50,1,1,3,1359,16154,1,12,3,2,0,1,3,3,1,0,0,0
"1014","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Divorced",30,855,7,4,1428,4,73,3,2,1,4779,12761,7,14,3,2,2,8,3,3,3,2,0,2
"1015","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","No","Single",31,182,8,5,1430,1,93,3,4,2,16422,8847,3,11,3,3,0,9,3,4,3,2,1,0
"1016","No","Travel_Frequently","Research & Development","Other","Male","Research Scientist","No","Divorced",34,560,1,4,1431,4,91,3,1,1,2996,20284,5,14,3,3,2,10,2,3,4,3,1,3
